,Name,LongName,Country,Sector,FullTimeEmployees,EnterpriseValue,EarningsQuarterlyGrowth,ProfitMargins
38,PKG,Packaging Corporation of America,United States,Consumer Cyclical,15500.0,12768313344.0,-0.707,0.076519996
39,ALB,Albemarle Corporation,United States,Basic Materials,6000.0,13156318208.0,-0.445,0.12986
40,WRK,WestRock Company,United States,Consumer Cyclical,51100.0,20776785920.0,-0.293,0.04369000000000001
41,MOS,The Mosaic Company,United States,Basic Materials,12600.0,11876864000.0,,-0.12922
42,CF,"CF Industries Holdings, Inc.",United States,Basic Materials,3000.0,12725679104.0,-0.329,0.088690005
43,SEE,Sealed Air Corporation,United States,Consumer Cyclical,16500.0,10116058112.0,2.015,0.08239
44,AMT,American Tower Corporation (REIT),United States,Real Estate,5454.0,137019359232.0,0.04,0.24699000000000002
45,PLD,"Prologis, Inc.",United States,Real Estate,1712.0,97734688768.0,0.054,0.40852000000000005
46,EQIX,"Equinix, Inc. (REIT)",United States,Real Estate,9181.0,82844008448.0,-0.07100000000000001,0.08814000000000001
47,CCI,Crown Castle International Corp. (REIT),United States,Real Estate,5100.0,95084027904.0,-0.074,0.14508000000000001
48,DLR,"Digital Realty Trust, Inc.",United States,Real Estate,1550.0,57973755904.0,0.244,0.21162000000000003
49,SBAC,SBA Communications Corporation,United States,Real Estate,1475.0,47766798336.0,-0.28600000000000003,-0.0074400003
50,PSA,Public Storage,United States,Real Estate,5900.0,46800187392.0,-0.149,0.49716000000000005
51,WELL,Welltower Inc.,United States,Real Estate,443.0,37392240640.0,0.301,0.262
52,WY,Weyerhaeuser Company,United States,Real Estate,9400.0,27917293568.0,-0.438,0.046669997000000005
53,AVB,"AvalonBay Communities, Inc.",United States,Real Estate,3122.0,29006901248.0,0.015,0.33245
54,SPG,"Simon Property Group, Inc.",United States,Real Estate,3500.0,44937842688.0,-0.486,0.32821998
55,O,Realty Income Corporation,United States,Real Estate,201.0,29116098560.0,0.133,0.30298
56,ARE,"Alexandria Real Estate Equities, Inc.",United States,Real Estate,439.0,29797025792.0,1.916,0.23862000000000003
57,EQR,Equity Residential,United States,Real Estate,2600.0,28858331136.0,-0.156,0.41636002
58,CBRE,"CBRE Group, Inc.",United States,Real Estate,100000.0,19275061248.0,-0.634,0.04723
59,VTR,"Ventas, Inc.",United States,Real Estate,516.0,28358436864.0,,0.10551
60,PEAK,"Healthpeak Properties, Inc.",United States,Real Estate,204.0,21613350912.0,,0.14632
61,EXR,Extra Space Storage Inc.,United States,Real Estate,4048.0,20621158400.0,-0.018000000000000002,0.31993000000000005
62,DRE,Duke Realty Corporation,United States,Real Estate,400.0,18464636928.0,-0.44,0.39296000000000003
63,MAA,"Mid-America Apartment Communities, Inc.",United States,Real Estate,2476.0,18708570112.0,0.212,0.20434000000000002
64,ESS,"Essex Property Trust, Inc.",United States,Real Estate,1822.0,19745105920.0,-0.085,0.38511002
65,BXP,"Boston Properties, Inc.",United States,Real Estate,760.0,26726623232.0,0.612,0.35824
66,UDR,"UDR, Inc.",United States,Real Estate,1330.0,15839916032.0,0.622,0.15130000000000002
67,HST,"Host Hotels & Resorts, Inc.",United States,Real Estate,175.0,11527000064.0,,0.024900000000000002
68,IRM,Iron Mountain Incorporated,United States,Real Estate,25000.0,18813816832.0,,0.048240000000000005
69,REG,Regency Centers Corporation,United States,Real Estate,450.0,10538305536.0,-0.632,0.08364
70,VNO,Vornado Realty Trust,United States,Real Estate,4008.0,15317255168.0,,0.20786000000000002
71,FRT,Federal Realty Investment Trust,United States,Real Estate,308.0,9822129152.0,-0.87,0.31786000000000003
72,AIV,Apartment Investment and Management Company,United States,Real Estate,950.0,10640444416.0,-0.391,0.20072001
73,KIM,Kimco Realty Corporation,United States,Real Estate,502.0,10124879872.0,6.4030000000000005,0.93114996
74,SLG,SL Green Realty Corp.,United States,Real Estate,1033.0,10055051264.0,-0.627,0.21322000000000002
75,NEE,"NextEra Energy, Inc.",United States,Utilities,14800.0,196467277824.0,0.033,0.18707001
76,D,"Dominion Energy, Inc.",United States,Utilities,19100.0,112161398784.0,,0.032390002
77,DUK,Duke Energy Corporation,United States,Utilities,29000.0,136436342784.0,,0.089700006
78,SO,The Southern Company,United States,Utilities,27943.0,113767702528.0,-0.319,0.15754
79,AEP,"American Electric Power Company, Inc.",United States,Utilities,17408.0,77057056768.0,0.129,0.12542
80,XEL,Xcel Energy Inc.,United States,Utilities,11273.0,59534712832.0,0.20600000000000002,0.125
81,EXC,Exelon Corporation,United States,Utilities,32713.0,80518463488.0,0.076,0.07942
82,SRE,Sempra Energy,United States,Utilities,18000.0,63244013568.0,4.851,0.39117
83,ES,Eversource Energy,United States,Utilities,8234.0,46734254080.0,7.019,0.13514
84,WEC,"WEC Energy Group, Inc.",United States,Utilities,7500.0,44464537600.0,0.025,0.16253
85,PEG,Public Service Enterprise Group Incorporated,United States,Utilities,12992.0,46237413376.0,1.948,0.18094000000000002
86,AWK,"American Water Works Company, Inc.",United States,Utilities,6800.0,38335467520.0,0.035,0.1729
87,ED,"Consolidated Edison, Inc.",United States,Utilities,14890.0,50366750720.0,0.25,0.10857000000000001
88,PPL,PPL Corporation,United States,Utilities,12000.0,44706955264.0,-0.22,0.22617
89,DTE,DTE Energy Company,United States,Utilities,10700.0,41388228608.0,0.522,0.101330005
90,EIX,Edison International,United States,Utilities,12937.0,45484732416.0,-0.189,0.08928000000000001
91,ETR,Entergy Corporation,United States,Utilities,13600.0,42145951744.0,0.525,0.11774000500000001
92,AEE,Ameren Corporation,United States,Utilities,9323.0,31027503104.0,0.358,0.15248
93,CMS,CMS Energy Corporation,United States,Utilities,8128.0,32510603264.0,0.462,0.11327000000000001
94,FE,FirstEnergy Corp.,United States,Utilities,12000.0,39141900288.0,-0.01,0.0621
95,LNT,Alliant Energy Corporation,United States,Utilities,3597.0,20575199232.0,0.421,0.18086000000000002
96,AES,The AES Corporation,United States,Utilities,8000.0,34983505920.0,,0.020079998
97,EVRG,"Evergy, Inc.",United States,Utilities,4617.0,22561654784.0,-0.045,0.12642999
98,ATO,Atmos Energy Corporation,United States,Utilities,4776.0,16225292288.0,0.464,0.21309000000000003
99,CNP,"CenterPoint Energy, Inc.",United States,Utilities,14262.0,25782611968.0,-0.462,-0.05487
0,SWK,"Stanley Black & Decker, Inc.",United States,Industrials,59438.0,34849980416.0,-0.331,0.05881000000000001
1,FTV,Fortive Corporation,United States,Technology,25000.0,27575359488.0,-0.255,0.08
2,ROK,"Rockwell Automation, Inc.",United States,Industrials,23000.0,30841225216.0,0.216,0.11846000000000001
3,TDG,TransDigm Group Incorporated,United States,Industrials,18300.0,42218201088.0,,0.17615
4,OTIS,Otis Worldwide Corporation,United States,Industrials,69000.0,33662119936.0,-0.273,0.07298
5,FAST,Fastenal Company,United States,Industrials,17862.0,25933803520.0,0.037,0.15122000000000002
6,CARR,Carrier Global Corporation,United States,Industrials,52635.0,38587977728.0,-0.667,0.07502
7,AME,"AMETEK, Inc.",United States,Industrials,18100.0,26940192768.0,-0.229,0.18524000000000002
8,CPRT,"Copart, Inc.",United States,Industrials,7600.0,27800211456.0,0.078,0.31733
9,LUV,Southwest Airlines Co.,United States,Industrials,61118.0,19924037632.0,,0.009810000000000001
10,DAL,"Delta Air Lines, Inc.",United States,Industrials,91000.0,41185169408.0,,-0.42881
11,RSG,"Republic Services, Inc.",United States,Industrials,36000.0,38532247552.0,-0.10300000000000001,0.10354000000000001
12,EFX,Equifax Inc.,United States,Industrials,11200.0,22790860800.0,0.436,0.08027001
13,ODFL,"Old Dominion Freight Line, Inc.",United States,Industrials,18930.0,23563087872.0,-0.151,0.14947000000000002
14,KSU,Kansas City Southern,United States,Industrials,7040.0,20912908288.0,-0.148,0.20636000000000002
15,GWW,"W.W. Grainger, Inc.",United States,Industrials,23800.0,22616940544.0,-0.562,0.05356
16,DOV,Dover Corporation,United States,Industrials,24000.0,19255040000.0,-0.37,0.09994000000000001
17,XYL,Xylem Inc.,United States,Industrials,16000.0,18102896640.0,-0.777,0.050910000000000004
18,EXPD,"Expeditors International of Washington, Inc.",United States,Industrials,17937.0,14988768256.0,0.201,0.07019
19,MAS,Masco Corporation,United States,Industrials,22000.0,17038016512.0,-0.067,0.19895001
20,URI,"United Rentals, Inc.",United States,Industrials,19100.0,24566085632.0,-0.215,0.12367000000000002
21,CHRW,"C.H. Robinson Worldwide, Inc.",United States,Industrials,15338.0,15248316416.0,-0.149,0.031030000000000002
22,IEX,IDEX Corporation,United States,Industrials,7000.0,14727696384.0,-0.374,0.15713000000000002
23,IR,Ingersoll Rand Inc.,United States,Industrials,6600.0,18384979968.0,,-0.04512
24,J,Jacobs Engineering Group Inc.,United States,Industrials,55000.0,14752822272.0,-0.533,0.041079998
25,FBHS,"Fortune Brands Home & Security, Inc.",United States,Consumer Cyclical,24700.0,14393400320.0,-0.158,0.07614
26,TDY,Teledyne Technologies Incorporated,United States,Technology,11790.0,12682636288.0,-0.10400000000000001,0.12587
27,WAB,Wabtec Corporation,United States,Industrials,27500.0,16251724800.0,-0.166,0.052930000000000005
28,JBHT,"J.B. Hunt Transport Services, Inc.",United States,Industrials,29056.0,16146009088.0,-0.089,0.052989997000000004
29,UAL,"United Airlines Holdings, Inc.",United States,Industrials,87900.0,30082750464.0,,-0.19846001
30,ALLE,Allegion plc,Ireland,Industrials,11000.0,10871408640.0,-0.326,0.10483
31,SNA,Snap-on Incorporated,United States,Industrials,12800.0,9390025728.0,-0.439,0.15207
32,TXT,Textron Inc.,United States,Industrials,35000.0,11103808512.0,,0.030060000000000003
33,PNR,Pentair plc,United Kingdom,Industrials,9500.0,9266338816.0,-0.369,0.1158
34,PWR,"Quanta Services, Inc.",United States,Industrials,40300.0,9707155456.0,1.704,0.03126
35,ROL,"Rollins, Inc.",United States,Consumer Cyclical,14952.0,19829127168.0,0.17200000000000001,0.10146000000000001
36,AOS,A. O. Smith Corporation,United States,Industrials,15100.0,8773100544.0,-0.336,0.10722999
37,HWM,Howmet Aerospace Inc.,United States,Industrials,41700.0,11950944256.0,,0.03871
38,RHI,Robert Half International Inc.,United States,Industrials,16000.0,6187660288.0,-0.597,0.06418
39,AAL,American Airlines Group Inc.,United States,Industrials,107400.0,36455702528.0,,-0.10398
40,HII,"Huntington Ingalls Industries, Inc.",United States,Industrials,42000.0,7795617280.0,-0.586,0.059190000000000006
41,NLSN,Nielsen Holdings plc,United States,Industrials,46000.0,13681583104.0,,-0.09887000000000001
42,ALK,"Alaska Air Group, Inc.",United States,Industrials,19155.0,6184018944.0,,0.00854
43,FLS,Flowserve Corporation,United States,Industrials,17000.0,4798132736.0,-0.851,0.037660000000000006
44,AAPL,Apple Inc.,United States,Technology,137000.0,2093608075264.0,0.12,0.21334000000000003
45,MSFT,Microsoft Corporation,United States,Technology,163000.0,1607928643584.0,-0.151,0.30962
46,NVDA,NVIDIA Corporation,United States,Technology,13775.0,344584781824.0,0.127,0.25932
47,V,Visa Inc.,United States,Financial Services,19500.0,434812649472.0,-0.23500000000000001,0.51368
48,MA,Mastercard Incorporated,United States,Financial Services,18600.0,344112562176.0,-0.307,0.45122
49,CRM,"salesforce.com, inc.",United States,Technology,54255.0,231430193152.0,27.846,0.12214000000000001
50,ADBE,Adobe Inc.,United States,Technology,22634.0,239873163264.0,0.20400000000000001,0.3105
51,PYPL,"PayPal Holdings, Inc.",United States,Financial Services,23200.0,235553832960.0,0.859,0.13441
52,INTC,Intel Corporation,United States,Technology,110.0,241556045824.0,0.222,0.29968
53,CSCO,"Cisco Systems, Inc.",United States,Technology,77500.0,155370012672.0,0.195,0.22746000000000002
54,AVGO,Broadcom Inc.,United States,Technology,19000.0,189522198528.0,-0.038,0.10704000000000001
55,ACN,Accenture plc,Ireland,Technology,506000.0,140945178624.0,0.139,0.115229994
56,QCOM,QUALCOMM Incorporated,United States,Technology,37000.0,150899425280.0,-0.607,0.13721
57,TXN,Texas Instruments Incorporated,United States,Technology,29768.0,141764739072.0,0.057,0.36883998
58,ORCL,Oracle Corporation,United States,Technology,135000.0,212428537856.0,0.053,0.26134002
59,IBM,International Business Machines Corporation,United States,Technology,352600.0,167022379008.0,-0.455,0.10434
60,AMD,"Advanced Micro Devices, Inc.",United States,Technology,11400.0,96718331904.0,3.4859999999999998,0.07965000000000001
61,NOW,"ServiceNow, Inc.",United States,Technology,11901.0,98722635776.0,,0.18416001
62,FIS,"Fidelity National Information Services, Inc.",United States,Technology,55000.0,108023545856.0,-0.877,0.00254
63,INTU,Intuit Inc.,United States,Technology,10600.0,86116212736.0,,0.23778999
64,ADP,"Automatic Data Processing, Inc.",United States,Industrials,58000.0,63922200576.0,-0.134,0.16906000000000002
65,FISV,"Fiserv, Inc.",United States,Technology,44000.0,90885062656.0,-0.991,0.05824000000000001
66,AMAT,"Applied Materials, Inc.",United States,Technology,23600.0,59381829632.0,0.47300000000000003,0.19584000000000001
67,MU,"Micron Technology, Inc.",United States,Technology,,56739340288.0,0.761,0.12536
68,GPN,Global Payments Inc.,United States,Industrials,24000.0,60854104064.0,-0.6900000000000001,0.056780000000000004
69,ADSK,"Autodesk, Inc.",United States,Technology,10100.0,55828631552.0,1.443,0.10258
70,LRCX,Lam Research Corporation,United States,Technology,11300.0,53954658304.0,0.28600000000000003,0.22417
71,ADI,"Analog Devices, Inc.",United States,Technology,16400.0,50849574912.0,0.001,0.20143999
72,CTSH,Cognizant Technology Solutions Corporation,United States,Technology,281200.0,38989123584.0,-0.291,0.09668
73,TEL,TE Connectivity Ltd.,Switzerland,Technology,80000.0,39120564224.0,,-0.008110000000000001
74,APH,Amphenol Corporation,United States,Technology,74000.0,36636176384.0,-0.106,0.13563
75,SNPS,"Synopsys, Inc.",United States,Technology,13896.0,34235115520.0,1.5310000000000001,0.17875999
76,KLAC,KLA Corporation,United States,Technology,10600.0,34731941888.0,0.888,0.20955999
77,CDNS,"Cadence Design Systems, Inc.",United States,Technology,8100.0,31836160000.0,0.224,0.41735000000000005
78,ANSS,"ANSYS, Inc.",United States,Technology,4400.0,29973497856.0,-0.12,0.26167
79,MCHP,Microchip Technology Incorporated,United States,Technology,18000.0,37094252544.0,1.438,0.12231000000000002
80,MSI,"Motorola Solutions, Inc.",United States,Technology,17000.0,33943767040.0,-0.34800000000000003,0.11017
81,GLW,Corning Incorporated,United States,Technology,49500.0,35006283776.0,,0.01887
82,HPQ,HP Inc.,United States,Technology,56000.0,29604595712.0,-0.377,0.045149997000000004
83,XLNX,"Xilinx, Inc.",United States,Technology,4891.0,27932655616.0,-0.611,0.21222000000000002
84,PAYX,"Paychex, Inc.",United States,Industrials,15600.0,30352056320.0,-0.199,0.26264000000000004
85,SWKS,"Skyworks Solutions, Inc.",United States,Technology,9000.0,24661495808.0,-0.1,0.24129999
86,VRSN,"VeriSign, Inc.",United States,Technology,872.0,24557484032.0,0.034,0.63317
87,FLT,"FLEETCOR Technologies, Inc.",United States,Technology,8700.0,24401496064.0,-0.394,0.29884002
88,KEYS,"Keysight Technologies, Inc.",United States,Technology,13800.0,20073887744.0,0.107,0.14681000000000002
89,MXIM,"Maxim Integrated Products, Inc.",United States,Technology,7115.0,19086010368.0,-0.436,0.29876
90,CDW,CDW Corporation,United States,Technology,9783.0,22076721152.0,-0.038,0.040900003000000004
91,AKAM,"Akamai Technologies, Inc.",United States,Technology,7951.0,19055450112.0,0.421,0.17824
92,PAYC,"Paycom Software, Inc.",United States,Technology,3765.0,21593382912.0,-0.41400000000000003,0.22229000000000002
93,CTXS,"Citrix Systems, Inc.",United States,Technology,8400.0,18222385152.0,0.20800000000000002,0.24108000000000002
94,FTNT,"Fortinet, Inc.",United States,Technology,7756.0,19837710336.0,0.542,0.17462000000000003
95,BR,"Broadridge Financial Solutions, Inc.",United States,Technology,12000.0,18133188608.0,0.253,0.10212
96,QRVO,"Qorvo, Inc.",United States,Technology,7900.0,16271376384.0,1.451,0.12049000000000001
97,TYL,"Tyler Technologies, Inc.",United States,Technology,5495.0,15580177408.0,0.684,0.16964
98,ZBRA,Zebra Technologies Corporation,United States,Technology,8200.0,16636070912.0,-0.194,0.11409000000000001
99,TER,"Teradyne, Inc.",United States,Technology,5500.0,14003628032.0,0.9400000000000001,0.22521000000000002
0,AIZ,"Assurant, Inc.",United States,Financial Services,13600.0,8716271616.0,0.23600000000000002,0.040630000000000006
1,LNC,Lincoln National Corporation,United States,Financial Services,11357.0,5778233344.0,,0.013470000000000001
2,CMA,Comerica Incorporated,United States,Financial Services,7777.0,-286326432.0,-0.621,0.2409
3,BEN,"Franklin Resources, Inc.",United States,Financial Services,9500.0,7899123200.0,0.181,0.19037001
4,ZION,"Zions Bancorporation, National Association",United States,Financial Services,9859.0,5109278720.0,-0.667,0.20464000000000002
5,IVZ,Invesco Ltd.,United States,Financial Services,8717.0,12871614464.0,1.486,0.10968000400000001
6,PBCT,"People's United Financial, Inc.",United States,Financial Services,6110.0,5520667648.0,-0.325,0.26784
7,UNM,Unum Group,United States,Financial Services,10300.0,4854406656.0,-0.056,0.08116000000000001
8,EW,Edwards Lifesciences Corporation,United States,Healthcare,13900.0,52567605248.0,,0.17206000000000002
9,MYL,Mylan N.V.,United Kingdom,Healthcare,35000.0,20003524608.0,,0.023510002000000002
10,UHS,"Universal Health Services, Inc.",United States,Healthcare,90000.0,12981557248.0,0.057,0.06529
11,XRAY,DENTSPLY SIRONA Inc.,United States,Healthcare,15200.0,11096936448.0,,-0.013960000000000002
12,CVS,CVS Health Corporation,United States,Healthcare,290000.0,152551292928.0,0.537,0.031400003
13,CI,Cigna Corporation,United States,Healthcare,73700.0,93756416000.0,0.246,0.03404
14,BDX,"Becton, Dickinson and Company",United States,Healthcare,65000.0,84000382976.0,-0.366,0.05367
15,WAT,Waters Corporation,United States,Healthcare,7000.0,14664673280.0,-0.149,0.22614999
16,BSX,Boston Scientific Corporation,United States,Healthcare,36000.0,63867310080.0,,0.39234
17,HCA,"HCA Healthcare, Inc.",United States,Healthcare,210000.0,76725608448.0,0.378,0.06667000000000001
18,HSIC,"Henry Schein, Inc.",United States,Healthcare,19000.0,10727421952.0,,0.06349
19,MRK,"Merck & Co., Inc.",United States,Healthcare,71000.0,223492194304.0,0.124,0.22204000000000002
20,TFX,Teleflex Incorporated,United States,Healthcare,14400.0,18758021120.0,-0.863,0.18987
21,BAX,Baxter International Inc.,United States,Healthcare,50000.0,43808026624.0,-0.214,0.080979995
22,MDT,Medtronic plc,Ireland,Healthcare,90000.0,160353026048.0,-0.436,0.15798001
23,PRGO,Perrigo Company plc,Ireland,Healthcare,11200.0,9197692928.0,5.733,0.047340002000000006
24,ANTM,"Anthem, Inc.",United States,Healthcare,70600.0,65607397376.0,0.998,0.05237000000000001
25,BMY,Bristol-Myers Squibb Company,United States,Healthcare,30000.0,163273015296.0,,-0.01615
26,PFE,Pfizer Inc.,United States,Healthcare,88300.0,255648956416.0,-0.321,0.28807000000000005
27,CAH,"Cardinal Health, Inc.",United States,Healthcare,48000.0,18774364160.0,2.3810000000000002,-0.02417
28,GILD,"Gilead Sciences, Inc.",United States,Healthcare,11800.0,85153046528.0,,-0.011590000000000001
29,CERN,Cerner Corporation,United States,Healthcare,27400.0,23744051200.0,0.061,0.09230000000000001
30,ILMN,"Illumina, Inc.",United States,Healthcare,7700.0,45894881280.0,-0.841,0.2068
31,BIIB,Biogen Inc.,United States,Healthcare,7400.0,92346515456.0,0.032,0.4091
32,ABBV,AbbVie Inc.,United States,Healthcare,47000.0,231865745408.0,,0.19204001
33,ZBH,"Zimmer Biomet Holdings, Inc.",United States,Healthcare,19900.0,38017433600.0,,0.005220000000000001
34,CNC,Centene Corporation,United States,Healthcare,56600.0,41803862016.0,1.436,0.017980000000000003
35,JNJ,Johnson & Johnson,United States,Healthcare,132200.0,398784299008.0,1.027,0.21008000000000002
36,SYK,Stryker Corporation,United States,Healthcare,40000.0,89805520896.0,,0.11379000000000002
37,AMGN,Amgen Inc.,United States,Healthcare,23400.0,160446889984.0,-0.17300000000000001,0.30036
38,IQV,IQVIA Holdings Inc.,United States,Healthcare,67000.0,42909896704.0,,0.01207
39,COO,"The Cooper Companies, Inc.",United States,Healthcare,12000.0,19377758208.0,-0.54,0.11397000400000001
40,MCK,McKesson Corporation,United States,Healthcare,60000.0,33857806336.0,0.05,0.0039900000000000005
41,ALGN,"Align Technology, Inc.",United States,Healthcare,14530.0,26192232448.0,,0.7875000000000001
42,UNH,UnitedHealth Group Incorporated,United States,Healthcare,325000.0,334451703808.0,-0.10300000000000001,0.06625
43,LH,Laboratory Corporation of America Holdings,United States,Healthcare,65000.0,25346975744.0,0.216,0.031560000000000005
44,DGX,Quest Diagnostics Incorporated,United States,Healthcare,47000.0,20142512128.0,-0.181,0.09985000000000001
45,RMD,ResMed Inc.,United States,Healthcare,7770.0,26860265472.0,1.585,0.21024
46,ALXN,"Alexion Pharmaceuticals, Inc.",United States,Healthcare,3082.0,26819874816.0,,0.15281
47,LLY,Eli Lilly and Company,United States,Healthcare,34720.0,147514425344.0,0.064,0.24480000000000002
48,ABC,AmerisourceBergen Corporation,United States,Healthcare,22000.0,21633761280.0,-0.041,0.00843
49,HUM,Humana Inc.,United States,Healthcare,46000.0,45687889920.0,0.9450000000000001,0.049629997
50,DVA,DaVita Inc.,United States,Healthcare,65000.0,22057041920.0,-0.263,0.07197
51,VAR,"Varian Medical Systems, Inc.",United States,Healthcare,10000.0,15603175424.0,1.082,0.08237000600000001
52,VRTX,Vertex Pharmaceuticals Incorporated,United States,Healthcare,3000.0,65777762304.0,2.1310000000000002,0.38514000000000004
53,INCY,Incyte Corporation,United States,Healthcare,1456.0,18285051904.0,1.756,-0.08003
54,ZTS,Zoetis Inc.,United States,Healthcare,10600.0,81973837824.0,0.016,0.25505
55,A,"Agilent Technologies, Inc.",United States,Healthcare,16300.0,33621170176.0,0.042,0.13229999
56,STE,STERIS plc,Ireland,Healthcare,13000.0,16895301632.0,0.043000000000000003,0.13693000000000002
57,ISRG,"Intuitive Surgical, Inc.",United States,Healthcare,7326.0,83433398272.0,-0.786,0.2607
58,ABT,Abbott Laboratories,United States,Healthcare,107000.0,204875284480.0,-0.466,0.09890000500000001
59,MTD,Mettler-Toledo International Inc.,United States,Healthcare,14850.0,25492328448.0,-0.005,0.18614000000000003
60,PKI,"PerkinElmer, Inc.",United States,Healthcare,13000.0,15577656320.0,0.985,0.09873000000000001
61,HOLX,"Hologic, Inc.",United States,Healthcare,6478.0,19770896384.0,0.46900000000000003,0.15075000000000002
62,TMO,Thermo Fisher Scientific Inc.,United States,Healthcare,75000.0,200272199680.0,0.033,0.14119
63,DHR,Danaher Corporation,United States,Healthcare,60000.0,181737373696.0,0.268,0.18349001
64,IDXX,"IDEXX Laboratories, Inc.",United States,Healthcare,9000.0,36955750400.0,0.185,0.18591999
65,ABMD,"Abiomed, Inc.",United States,Healthcare,1536.0,12358806528.0,-0.499,0.19882000000000002
66,REGN,"Regeneron Pharmaceuticals, Inc.",United States,Healthcare,8142.0,62296354816.0,3.6470000000000002,0.3432
67,DXCM,"DexCom, Inc.",United States,Healthcare,3900.0,37509472256.0,,0.11929000000000001
68,WST,"West Pharmaceutical Services, Inc.",United States,Healthcare,8200.0,21398161408.0,0.38,0.14686000000000002
69,CTLT,"Catalent, Inc.",United States,Healthcare,13900.0,17911506944.0,1.169,0.07132000000000001
70,BIO,"Bio-Rad Laboratories, Inc.",United States,Healthcare,8000.0,16014536704.0,0.614,0.84889
71,UNP,Union Pacific Corporation,United States,Industrials,31965.0,166334971904.0,-0.279,0.27543
72,UPS,"United Parcel Service, Inc.",United States,Industrials,260280.0,171287412736.0,0.049,0.05657
73,HON,Honeywell International Inc.,United States,Industrials,113000.0,129082793984.0,-0.299,0.1694
74,MMM,3M Company,United States,Industrials,96000.0,114602369024.0,0.145,0.16375
75,LMT,Lockheed Martin Corporation,United States,Industrials,110000.0,119076667392.0,0.145,0.10248999
76,RTX,Raytheon Technologies Corporation,United States,Industrials,195000.0,120013635584.0,,-0.020290000000000002
